TFs,Expr_Fraction_7,Mean_Expr_7
14-3-3epsilon,1.0,11.7147123411
14-3-3zeta,1.0,10.8131055773
ab,0.392857142857,2.87224708179
abd-A,0.0,0.0
Abd-B,0.0,0.0
abo,0.107142857143,0.76714562937
abs,0.0357142857143,0.41382709312
ac,0.0,0.0
Acf,0.178571428571,1.45147762619
achi,0.0357142857143,0.19964759312
acj6,0.892857142857,7.41554781147
Ada2a,0.142857142857,0.978301066163
Ada2b,0.107142857143,0.947192829507
ADD1,0.0714285714286,0.511608402337
Adf1,0.428571428571,3.86494579037
adp,0.142857142857,1.20937798023
Aef1,0.214285714286,1.60575351266
al,0.0,0.0
Alh,0.321428571429,2.56435346517
amos,0.0,0.0
Antp,0.0,0.0
aop,0.142857142857,1.12059774873
ap,0.0,0.0
apt,0.0357142857143,0.327100975643
ara,0.0,0.0
Asciz,0.0357142857143,0.163112910426
ase,0.0357142857143,0.278907295793
ash1,0.107142857143,0.597586836458
ash2,0.25,2.15897185953
Atac3,0.25,1.88619635628
ATbp,0.0,0.0
Atf-2,0.107142857143,1.01708349942
Atf3,0.5,3.85191543612
Atf6,0.107142857143,0.681259289841
ato,0.0,0.0
Awh,0.0,0.0
az2,0.0,0.0
B-H1,0.0,0.0422570152075
B-H2,0.0,0.0514250636918
bab1,0.285714285714,2.48960049381
bab2,0.464285714286,3.75542693964
baf,0.357142857143,2.27407172418
bap,0.0,0.0
Bap111,0.142857142857,1.11671494041
Bap170,0.107142857143,0.884754064432
bbx,0.0,0.0
bcd,0.0,0.0
BEAF-32,0.214285714286,1.8975833912
betaNACtes3,0.0,0.0
Bgb,0.642857142857,4.75747441664
bi,0.857142857143,7.4457232497
bic,0.642857142857,5.33546191436
BigH1,0.0,0.0
bigmax,0.0357142857143,0.307746220885
bin,0.0,0.0
bip2,0.571428571429,4.76288107452
Blimp-1,0.5,3.31918618865
Blm,0.0,0.0
Blos1,0.107142857143,0.645094367796
bon,0.25,2.08446636843
bowl,0.0,0.0
br,0.0357142857143,0.213205663632
Br140,0.0,0.0540585857704
brat,0.75,6.66577123864
brk,0.107142857143,0.87655698428
brm,0.178571428571,1.35426544632
Bro,0.0,0.0
bs,0.142857142857,1.20201277841
bsh,0.0,0.0
