TFs,Expr_Fraction_32,Mean_Expr_32
14-3-3epsilon,1.0,11.610117961
14-3-3zeta,1.0,10.6293145418
ab,0.375,2.52397747892
abd-A,0.0,0.0503978919234
Abd-B,0.0,0.0
abo,0.0625,0.635483476887
abs,0.0625,0.614476720071
ac,0.0,0.0
Acf,0.0625,0.615325418272
achi,0.0,0.0
acj6,1.0,9.0154426187
Ada2a,0.0625,0.704747675121
Ada2b,0.25,2.32424875336
ADD1,0.1875,1.25136495757
Adf1,0.3125,2.5683301997
adp,0.125,1.24148787667
Aef1,0.3125,2.47919969367
al,0.0,0.0
Alh,0.125,0.908677861779
amos,0.0,0.0
Antp,0.0,0.0
aop,0.0,0.0
ap,0.0,0.0
apt,0.125,1.30207757386
ara,0.0,0.0
Asciz,0.0625,0.432226850028
ase,0.0,0.0
ash1,0.0625,0.295359111774
ash2,0.25,2.26067172933
Atac3,0.3125,2.49286761225
ATbp,0.0,0.0
Atf-2,0.25,2.02428117969
Atf3,0.125,0.998495201028
Atf6,0.125,1.14449403225
ato,0.0625,0.559066546706
Awh,0.0,0.0
az2,0.0625,0.501657580003
B-H1,0.0,0.0
B-H2,0.0,0.0
bab1,0.0,0.0
bab2,0.375,2.6762197213
baf,0.3125,2.33124094754
bap,0.0,0.0
Bap111,0.25,2.08442568207
Bap170,0.3125,2.43838585624
bbx,0.0,0.0
bcd,0.0,0.0
BEAF-32,0.3125,2.49108744449
betaNACtes3,0.0,0.0
Bgb,0.5625,4.38007419466
bi,0.75,6.10970557242
bic,0.6875,5.48696045364
BigH1,0.0,0.0
bigmax,0.125,1.09214305207
bin,0.0,0.0
bip2,0.5,4.41944929062
Blimp-1,0.25,1.83962716164
Blm,0.0,0.0641574988106
Blos1,0.25,1.78158347176
bon,0.3125,2.6099252626
bowl,0.0,0.0
br,0.0,0.0
Br140,0.0,0.0
brat,0.75,6.07316117543
brk,0.0625,0.400165385126
brm,0.3125,2.70332237744
Bro,0.0,0.0
bs,0.125,1.2585048696
bsh,0.0,0.0
BtbVII,0.0625,0.583030474591
btd,0.125,0.745274072616
