TFs,Expr_Fraction_8,Mean_Expr_8
14-3-3epsilon,1.0,11.2458190397
14-3-3zeta,1.0,10.5971834946
ab,0.309090909091,2.07569500067
abd-A,0.0,0.0
Abd-B,0.0363636363636,0.269024042921
abo,0.0363636363636,0.314741475513
abs,0.145454545455,1.08544861467
ac,0.0,0.0
Acf,0.127272727273,1.2267638204
achi,0.0727272727273,0.577493901905
acj6,0.763636363636,6.45507135906
Ada2a,0.0727272727273,0.695583435323
Ada2b,0.0909090909091,0.847822653068
ADD1,0.127272727273,1.04754703979
Adf1,0.363636363636,3.19974209621
adp,0.109090909091,1.08247884778
Aef1,0.109090909091,0.871159933087
al,0.0181818181818,0.16057778921
Alh,0.236363636364,1.78968271106
amos,0.0,0.0
Antp,0.0,0.0
aop,0.0909090909091,0.744534968113
ap,0.0181818181818,0.0800824045924
apt,0.109090909091,1.01909823398
ara,0.0,0.0
Asciz,0.0,0.0
ase,0.0,0.0
ash1,0.0181818181818,0.236307504193
ash2,0.2,1.58242636345
Atac3,0.127272727273,1.19397022529
ATbp,0.0,0.0
Atf-2,0.127272727273,0.908981814837
Atf3,0.109090909091,0.917554873108
Atf6,0.254545454545,2.09800365775
ato,0.0,0.0
Awh,0.0181818181818,0.0884701936744
az2,0.0363636363636,0.131132880201
B-H1,0.0,0.0
B-H2,0.0181818181818,0.113026784972
bab1,0.236363636364,1.82395451275
bab2,0.436363636364,3.53186775788
baf,0.290909090909,2.09325379643
bap,0.0,0.0
Bap111,0.218181818182,1.98351555748
Bap170,0.0727272727273,0.659390569396
bbx,0.0,0.0
bcd,0.0,0.0
BEAF-32,0.145454545455,1.2426571507
betaNACtes3,0.0,0.0
Bgb,0.381818181818,3.18916366256
bi,0.818181818182,7.22133635928
bic,0.745454545455,5.77320926118
BigH1,0.0,0.0
bigmax,0.0727272727273,0.585627625726
bin,0.0,0.0
bip2,0.6,5.20326534566
Blimp-1,0.527272727273,4.32021293752
Blm,0.0181818181818,0.162488452924
Blos1,0.0363636363636,0.317295224794
bon,0.0909090909091,0.806798550068
bowl,0.0,0.0
br,0.0,0.0192488145638
Br140,0.0,0.0457648862113
brat,0.8,7.06648482573
brk,0.0181818181818,0.232544306887
brm,0.181818181818,1.59648397604
Bro,0.0,0.0
bs,0.163636363636,1.35156092316
bsh,0.0,0.0
BtbVII,0.109090909091,0.841270312798
btd,0.0181818181818,0.0663572613631
btn,0.0,0.0
btsz,0.0727272727273,0.615327655295
Bug22,0.381818181818,3.29684701385
BuGZ,0.309090909091,2.32199768411
bun,0.8,7.27517834974
Bx,0.327272727273,2.64528916555
byn,0.0,0.0
C15,0.0,0.0
cad,0.0,0.0
Camta,0.163636363636,1.14455674027
Cap-D2,0.0,0.0
capu,0.181818181818,1.04583335954
cas,0.0181818181818,0.0734515265469
cato,0.0,0.0
caup,0.0,0.0
cbt,0.0727272727273,0.646886015354
CDC45L,0.127272727273,1.09870483986
Cdc5,0.0909090909091,0.846657476787
Cdk9,0.109090909091,1.13908168113
Cenp-C,0.0,0.0
Cf2,0.254545454545,1.7573560325
cg,0.690909090909,6.80851654228
CG10147,0.0363636363636,0.216577454084
CG10209,0.109090909091,1.02690939652
CG10211,0.0,0.0342145976415
CG10214,0.0909090909091,0.730842172561
CG10232,0.0,0.0
CG1024,0.0181818181818,0.0547399202956
CG10274,0.0545454545455,0.458223175053
CG10321,0.109090909091,0.929213616344
CG10348,0.0,0.0
CG10366,0.0727272727273,0.621880112611
CG10431,0.0,0.0
CG10445,0.0,0.0
CG10462,0.0,0.0
CG10543,0.272727272727,2.10756922148
CG10565,0.127272727273,1.10174629872
CG10576,0.327272727273,2.78812626644
CG10631,0.181818181818,1.25571984235
CG10654,0.0363636363636,0.425914605869
CG10669,0.0181818181818,0.124990761149
CG10949,0.0909090909091,0.842220944575
CG10959,0.0363636363636,0.293013410107
CG10979,0.0363636363636,0.364162993101
CG11085,0.0,0.0
CG11122,0.109090909091,0.862552253673
CG11247,0.218181818182,1.90057810042
CG11294,0.0,0.0
CG11317,0.181818181818,1.62007188438
CG11398,0.0363636363636,0.280760278279
CG11403,0.0,0.0
CG11414,0.0545454545455,0.508218898237
CG11456,0.0909090909091,0.818721260533
CG11617,0.0181818181818,0.170809886173
CG11695,0.0363636363636,0.334438032047
CG11696,0.0363636363636,0.465967122245
CG11723,0.109090909091,0.933316513443
CG11835,0.0,0.0
CG11876,0.527272727273,4.45395114419
CG11902,0.0181818181818,0.130277938678
CG11906,0.0545454545455,0.473108271987
CG11966,0.0,0.0
CG11970,0.0545454545455,0.593811440903
CG12018,0.0,0.0
CG12054,0.509090909091,4.50897184467
CG12071,0.490909090909,4.43530397353
CG12075,0.0363636363636,0.282380786441
CG12219,0.109090909091,0.901825577014
CG12236,0.290909090909,2.63682618426
CG12299,0.290909090909,2.30198585629
CG1233,0.0545454545455,0.507462782966
CG12391,0.290909090909,2.34534327739
CG12605,0.454545454545,3.26626806222
CG12744,0.0181818181818,0.109425550738
CG12769,0.0545454545455,0.300336835509
CG12942,0.0545454545455,0.575839742771
CG13123,0.0363636363636,0.245340510069
CG13185,0.0727272727273,0.527802685872
CG13204,0.145454545455,1.22739427961
CG13287,0.0,0.0
CG13296,0.0,0.0
CG13617,0.0545454545455,0.450435889474
CG13773,0.0181818181818,0.0869082713344
CG13775,0.0181818181818,0.196971189996
CG13796,0.0,0.0
CG13895,0.0363636363636,0.232481210606
CG14117,0.0,0.0
CG14200,0.181818181818,1.42999126132
CG14438,0.163636363636,1.37128678154
CG14441,0.272727272727,1.80483944585
CG14451,0.0,0.0
CG14655,0.0363636363636,0.345426473191
CG14667,0.145454545455,1.10113488821
CG14710,0.0545454545455,0.490753019915
CG14711,0.0545454545455,0.290125964091
CG15011,0.0181818181818,0.175681944142
CG15073,0.0181818181818,0.193395700903
CG15269,0.0,0.0
CG15286,0.0,0.0
CG1529,0.0,0.0
CG15336,0.0,0.0
CG15398,0.0,0.0
CG15435,0.109090909091,1.05095071865
CG15436,0.0,0.024807619332
CG15440,0.0545454545455,0.414177167208
CG15514,0.0727272727273,0.707278429411
CG15696,0.0,0.0
CG15710,0.0,0.0
CG15715,0.236363636364,1.71691554619
CG15812,0.0727272727273,0.654197429877
CG1602,0.0181818181818,0.146302383936
CG1603,0.0363636363636,0.272248159966
CG1620,0.181818181818,1.39661636498
CG1647,0.0727272727273,0.664833646269
CG1663,0.0,0.0
CG1677,0.472727272727,3.68130312527
CG16779,0.0,0.0
CG16863,0.0363636363636,0.232241836972
CG16903,0.0909090909091,0.806169023683
CG17118,0.0,0.0205276387176
CG17186,0.0,0.0
CG17328,0.0363636363636,0.360084891685
CG17359,0.0363636363636,0.279721027861
CG17361,0.0,0.0
CG17385,0.4,3.36548318034
CG17568,0.0909090909091,0.682102503905
CG17612,0.0,0.0
CG17801,0.0,0.0
CG17802,0.0181818181818,0.10469819943
CG17803,0.0181818181818,0.0895213665665
CG17806,0.0727272727273,0.516129420441
CG17829,0.0363636363636,0.24094769952
CG1792,0.0181818181818,0.137483210824
CG18011,0.0,0.0
CG18012,0.0181818181818,0.116500471813
CG18262,0.0181818181818,0.159245308637
CG18265,0.0363636363636,0.293718267084
CG18446,0.0,0.0624491608122
CG18476,0.0909090909091,0.840212150477
CG18599,0.0,0.0
CG18764,0.0181818181818,0.198702212833
CG1965,0.163636363636,1.16242383858
CG2116,0.0545454545455,0.487811031417
CG2120,0.0,0.0
CG2129,0.0,0.0
CG2199,0.0909090909091,0.662534190647
CG2202,0.0363636363636,0.37132459081
CG2678,0.0,0.0
CG2712,0.0181818181818,0.0726422954285
CG2790,0.0909090909091,0.854676640613
CG2889,0.0,0.0
CG2990,0.0,0.0
CG30020,0.0727272727273,0.691662916419
CG3032,0.0181818181818,0.119148894928
CG30431,0.0,0.0
CG3065,0.127272727273,1.12209232935
CG31111,0.0181818181818,0.0837305941264
CG31224,0.181818181818,1.44770593195
CG31365,0.0545454545455,0.53382284913
CG31381,0.0,0.0
CG31388,0.0727272727273,0.594814462129
CG31441,0.0363636363636,0.287413047377
CG31460,0.145454545455,0.899941346125
CG31510,0.127272727273,1.03141496736
CG31612,0.0,0.0
CG31642,0.0,0.0342145976415
CG31759,0.0,0.0
CG31875,0.0,0.0
CG31922,0.0909090909091,0.646124022723
CG32006,0.927272727273,8.28461188082
CG32121,0.0,0.0
CG32532,0.0,0.0
CG32533,0.163636363636,1.24857365812
CG32719,0.0,0.0
CG32767,0.327272727273,2.35555997026
CG32772,0.381818181818,3.50432423006
CG3281,0.127272727273,1.2006430682
CG33213,0.0,0.0386909851396
CG33557,0.0,0.0
CG33695,0.127272727273,1.15186269444
CG3407,0.0363636363636,0.344126370225
CG34367,0.0,0.0
CG3491,0.0,0.0
CG3526,0.0,0.0
CG3711,0.0,0.0404859124942
CG3726,0.363636363636,2.77207008748
CG3815,0.0181818181818,0.166418543906
CG3838,0.0909090909091,0.89308474281
CG3847,0.127272727273,1.1610964182
CG3909,0.0545454545455,0.396032017256
CG3919,0.0363636363636,0.257935585835
CG3995,0.0727272727273,0.616858833805
CG4049,0.127272727273,0.898578478969
CG4078,0.0,0.0
CG42724,0.327272727273,2.60824534109
CG42741,0.0,0.0
CG42748,0.272727272727,2.46412766723
CG42795,0.290909090909,2.30833446205
CG4282,0.0181818181818,0.157830500284
CG4318,0.0,0.0
CG4328,0.0,0.0
CG43342,0.0545454545455,0.348119471669
CG43343,0.0181818181818,0.171604910838
CG43347,0.2,1.75868031874
CG4360,0.2,1.56135669875
CG43675,0.0,0.0
CG43689,0.0,0.0
CG4374,0.0,0.0
CG44002,0.0,0.0
CG4404,0.163636363636,1.4242152258
CG4424,0.0181818181818,0.186479943864
CG44247,0.418181818182,3.40784990021
CG4496,0.0,0.0840823913484
CG45050,0.836363636364,6.41633547394
CG45071,0.109090909091,0.81647600292
CG4557,0.0727272727273,0.721199320034
CG4570,0.0,0.0
CG4707,0.0727272727273,0.591033762852
CG4730,0.0,0.0
CG4820,0.0181818181818,0.187311951643
CG4854,0.0,0.0
CG4882,0.163636363636,1.48731583486
CG4914,0.0,0.0
CG4936,0.0363636363636,0.365593187456
CG5204,0.0,0.0
CG5245,0.0181818181818,0.163297748585
CG5380,0.0363636363636,0.31174213289
CG5641,0.4,3.64162390382
CG5789,0.0181818181818,0.177682353499
CG6106,0.0,0.0
CG6254,0.0727272727273,0.592225799915
CG6276,0.0181818181818,0.182135193664
CG6470,0.0,0.0
CG6654,0.127272727273,0.980328032215
CG6686,0.145454545455,1.1504968903
CG6689,0.0,0.0
CG6701,0.0363636363636,0.15846931152
CG6765,0.418181818182,3.76928523728
CG6769,0.109090909091,0.854029357576
CG6791,0.0181818181818,0.162177400252
CG6808,0.0,0.171047323742
CG6813,0.0,0.0
CG7099,0.0363636363636,0.242897423668
CG7101,0.0363636363636,0.310638603539
CG7154,0.127272727273,1.07022089499
CG7246,0.0727272727273,0.670978885714
CG7271,0.0,0.0
CG7368,0.109090909091,1.00753165496
CG7372,0.0,0.0
CG7386,0.0181818181818,0.18844040902
CG7518,0.290909090909,2.45038559451
CG7556,0.0909090909091,0.79374916831
CG7691,0.0,0.0
CG7786,0.0,0.0245008764035
CG7839,0.0,0.0183683610302
CG7963,0.0,0.0
CG7987,0.236363636364,2.07188815734
CG8089,0.0,0.0
CG8108,0.490909090909,3.86907425438
CG8159,0.0181818181818,0.169924687721
CG8301,0.309090909091,2.83596231455
CG8319,0.0181818181818,0.135375712549
CG8388,0.0909090909091,0.70336725626
CG8478,0.0,0.0
CG8578,0.109090909091,0.674909665687
CG8765,0.0727272727273,0.655519805767
CG8870,0.0,0.0670269746002
CG8909,0.0909090909091,0.74283607183
CG8924,0.0909090909091,0.847528272721
CG8944,0.0363636363636,0.324118597995
CG9175,0.2,1.83445799864
CG9215,0.0545454545455,0.47788189356
CG9425,0.381818181818,3.27937918956
CG9609,0.109090909091,0.882187340333
CG9650,0.0181818181818,0.0890299985011
CG9705,0.0909090909091,0.703792803495
CG9727,0.236363636364,1.83389480008
CG9776,0.218181818182,2.04317931181
CG9876,0.0,0.0
CG9879,0.0,0.0
CG9890,0.109090909091,0.830247592381
CG9932,0.0545454545455,0.303375303606
Chd1,0.0727272727273,0.551035423866
Chd3,0.0,0.0
CHES-1-like,0.109090909091,0.864164782038
Chi,0.181818181818,1.69682520745
chif,0.109090909091,0.960369586665
chinmo,0.254545454545,2.217076113
chm,0.163636363636,1.40613537013
chn,0.963636363636,9.89186882158
ci,0.0,0.0514390319016
cic,0.345454545455,2.59049223749
CkIIalpha-i1,0.0,0.0
Clamp,0.163636363636,1.54477043837
Clk,0.0,0.0143066480989
cnc,0.145454545455,1.28952055474
Cog7,0.0363636363636,0.364939038163
comr,0.0,0.0
Coop,0.0,0.0
CoRest,0.2,1.69162385547
corto,0.509090909091,4.24960816274
Cp190,0.145454545455,1.10654506826
CR10032,0.0,0.0
CR14578,0.0,0.0
CR33221,0.0,0.0
CR43669,0.0,0.0
CR43670,0.0545454545455,0.53673908813
CR43671,0.0181818181818,0.0855631383198
CR44003,0.0,0.0
CR4575,0.0181818181818,0.119966845009
crc,0.527272727273,4.80383483707
CrebA,0.0,0.0
CrebB,0.0909090909091,0.543946602695
Crg-1,0.0181818181818,0.185739698054
crm,0.0,0.0
croc,0.0,0.0
crol,0.454545454545,3.56960991006
crp,0.418181818182,4.06390600281
cry,0.0181818181818,0.182179921884
ct,0.0,0.0
CTCF,0.0363636363636,0.408271623498
CTPsyn,0.0909090909091,0.844899575775
cutlet,0.0,0.0
cwo,0.0363636363636,0.324957391221
cyc,0.0545454545455,0.60819287429
CycJ,0.0,0.0
CycT,0.218181818182,1.66743430554
CYLD,0.145454545455,1.15266809703
D,0.0,0.0
D19A,0.163636363636,1.41997849801
D19B,0.0909090909091,0.831829691335
d4,0.0545454545455,0.355761478923
da,0.236363636364,2.19144259385
dac,0.0,0.0
Dad,0.236363636364,1.88818290768
dan,0.0,0.0
danr,0.0181818181818,0.103795577632
dar1,0.0,0.0
dati,0.0363636363636,0.426386405599
Dbx,0.0,0.0
Deaf1,0.436363636364,3.47927864317
Dek,0.327272727273,2.81819292498
Dfd,0.0,0.0
Dh44-R2,0.0,0.0
Dif,0.218181818182,2.04092357914
dimm,0.0181818181818,0.0744737300662
disco,0.2,1.45886247502
disco-r,0.145454545455,1.14918506025
dj,0.0,0.0
dl,0.0,0.0319515080449
Dlip3,0.327272727273,2.87011003146
Dll,0.672727272727,6.8440136151
dmrt11E,0.0181818181818,0.0896902375329
dmrt93B,0.0,0.0
dmrt99B,0.0,0.05461025795
DNApol-alpha180,0.0,0.0
DNApol-alpha60,0.0,0.0
DNApol-alpha73,0.0,0.0
DNApol-delta,0.0363636363636,0.286063296002
DNApol-epsilon255,0.0363636363636,0.231281368136
Doc1,0.0,0.0
Doc2,0.0,0.0
Doc3,0.0,0.0
dom,0.181818181818,1.38504544936
Dp,0.145454545455,1.31634362973
dpa,0.0,0.0
dpn,0.0,0.0
dpy,0.0,0.0
Dr,0.0,0.0
dre4,0.0545454545455,0.396705741873
Dref,0.2,1.90565208067
Drgx,0.0,0.0
drm,0.0,0.0
dsf,0.0,0.0
Dsp1,0.545454545455,3.71048203537
dsx,0.0,0.0
dup,0.0727272727273,0.497269508022
dve,0.0,0.0
dwg,0.0181818181818,0.254692554709
dysf,0.0,0.0
E(bx),0.218181818182,1.77698010209
E(spl)m3-HLH,0.0,0.0
E(spl)m5-HLH,0.0,0.0
E(spl)m7-HLH,0.0,0.0
E(spl)m8-HLH,0.0,0.0
E(spl)mbeta-HLH,0.0181818181818,0.129709077104
E(spl)mdelta-HLH,0.0,0.0
E(spl)mgamma-HLH,0.0,0.0
E(var)3-9,0.0545454545455,0.476311854974
e(y)1,0.0909090909091,0.749126580243
e(y)2,0.163636363636,0.961409698157
e(y)3,0.127272727273,1.25119039083
E(z),0.109090909091,0.827130917935
E2f1,0.254545454545,2.05425070386
E2f2,0.145454545455,1.2758180519
E5,0.0,0.0
ea,0.0,0.0
ebd1,0.109090909091,0.997422298048
ebi,0.0909090909091,0.596070871525
ecd,0.109090909091,0.93101434919
EcR,0.309090909091,2.42287350777
edl,0.0181818181818,0.151413351497
eg,0.0,0.0
egg,0.0363636363636,0.290421364177
Eip74EF,0.309090909091,2.09920061639
Eip75B,0.818181818182,7.29151092138
Eip78C,0.327272727273,2.00491224746
Eip93F,0.727272727273,5.63361481725
elB,0.218181818182,1.68492349956
emc,0.727272727273,7.09072472205
ems,0.0,0.0
en,0.127272727273,1.1575125087
enok,0.0363636363636,0.398066773817
Ercc1,0.0181818181818,0.142886516841
erm,0.0181818181818,0.0991904156105
ERR,0.218181818182,1.82709665837
esc,0.0,0.0459351321365
esg,0.0181818181818,0.176709131478
esn,0.0363636363636,0.270472772528
Etl1,0.0727272727273,0.650344471964
Ets21C,0.0727272727273,0.720354040085
Ets65A,0.0,0.0
Ets96B,0.0,0.0
Ets97D,0.0181818181818,0.157611124036
Ets98B,0.0,0.0
eve,0.0,0.0
ewg,0.290909090909,2.65259968209
exd,0.690909090909,5.98160359589
exex,0.0,0.0
ey,0.0,0.0
eyg,0.0545454545455,0.564149649393
fand,0.0909090909091,0.815751319206
fd102C,0.0,0.0
fd19B,0.0,0.0
fd3F,0.0,0.028689231822
fd59A,0.0,0.0
fd96Ca,0.145454545455,1.44824533613
fd96Cb,0.163636363636,1.47082392602
Fen1,0.0363636363636,0.394291964962
Fer1,0.690909090909,7.03781445477
Fer2,0.0,0.0
