TFs,Expr_Fraction_24,Mean_Expr_24
14-3-3epsilon,1.0,12.060991136
14-3-3zeta,1.0,9.45267295601
ab,0.428571428571,2.62572031045
abd-A,0.0,0.0
Abd-B,0.0,0.0
abo,0.0,0.0
abs,0.0,0.0
ac,0.0,0.0
Acf,0.142857142857,0.796240039216
achi,0.0,0.0
acj6,1.0,8.9004087671
Ada2a,0.285714285714,2.75519773729
Ada2b,0.142857142857,0.58279393313
ADD1,0.0,0.0
Adf1,0.571428571429,5.53910947481
adp,0.0,0.0
Aef1,0.0,0.0
al,0.0,0.0
Alh,0.285714285714,2.56575428291
amos,0.0,0.0
Antp,0.0,0.0
aop,0.0,0.0
ap,0.0,0.0
apt,0.0,0.0
ara,0.0,0.0
Asciz,0.0,0.0
ase,0.0,0.0
ash1,0.142857142857,1.52248182213
ash2,0.0,0.499001133449
Atac3,0.285714285714,2.88356724662
ATbp,0.0,0.0
Atf-2,0.142857142857,1.17231006603
Atf3,0.0,0.221177172493
Atf6,0.142857142857,1.36931671672
ato,0.0,0.0
Awh,0.0,0.0
az2,0.142857142857,1.04674375629
B-H1,0.0,0.0
B-H2,0.0,0.0
bab1,0.142857142857,1.19987065899
bab2,0.285714285714,1.6015665873
baf,0.285714285714,2.48499125347
bap,0.0,0.0
Bap111,0.142857142857,1.34062889784
Bap170,0.0,0.0
bbx,0.0,0.0
bcd,0.0,0.0
BEAF-32,0.142857142857,0.960519487704
betaNACtes3,0.0,0.0
Bgb,0.714285714286,5.07603742124
bi,1.0,8.78190667885
bic,0.714285714286,5.19774416167
BigH1,0.0,0.0
bigmax,0.428571428571,2.74884714602
bin,0.0,0.0
bip2,0.857142857143,8.13482423731
Blimp-1,0.285714285714,2.29580587256
Blm,0.0,0.0
Blos1,0.142857142857,1.20155453493
bon,0.285714285714,2.07207105131
bowl,0.0,0.0
br,0.142857142857,1.23073455978
Br140,0.0,0.0
brat,0.857142857143,7.09329844508
brk,0.285714285714,2.15231457564
brm,0.0,0.221177172493
Bro,0.0,0.0
bs,0.428571428571,3.23580705264
bsh,0.0,0.0
BtbVII,0.142857142857,1.24231931012
btd,0.0,0.0
btn,0.0,0.0
btsz,0.0,0.266909182469
Bug22,0.285714285714,2.15512742937
BuGZ,0.428571428571,3.83396953499
bun,0.857142857143,7.95025146475
Bx,0.285714285714,1.74382000119
byn,0.0,0.0
C15,0.0,0.0
cad,0.0,0.0
Camta,0.0,0.0
Cap-D2,0.0,0.0
capu,0.142857142857,0.846723545739
cas,0.142857142857,0.975340003216
cato,0.0,0.0
caup,0.0,0.0
cbt,0.142857142857,1.63285971827
CDC45L,0.0,0.284576157174
Cdc5,0.142857142857,1.31481797938
Cdk9,0.0,0.346463343956
Cenp-C,0.0,0.0
Cf2,0.0,0.0
cg,0.571428571429,5.73020903458
CG10147,0.0,0.0
CG10209,0.142857142857,1.38594294368
CG10211,0.0,0.0
CG10214,0.142857142857,1.09261527688
CG10232,0.0,0.0
CG1024,0.142857142857,1.35326757258
CG10274,0.0,0.0
CG10321,0.285714285714,1.86342155463
CG10348,0.0,0.0
CG10366,0.142857142857,1.375989646
CG10431,0.0,0.0
CG10445,0.0,0.0
CG10462,0.0,0.0
CG10543,0.428571428571,3.98983426634
CG10565,0.285714285714,2.72239191107
CG10576,0.571428571429,4.8448607615
CG10631,0.285714285714,2.7435542168
CG10654,0.142857142857,0.959037533974
CG10669,0.0,0.0
CG10949,0.0,0.0
CG10959,0.0,0.0
CG10979,0.0,0.0
CG11085,0.0,0.0
CG11122,0.142857142857,0.806458398189
CG11247,0.285714285714,1.78028165317
CG11294,0.0,0.0
CG11317,0.142857142857,1.34616249938
CG11398,0.0,0.0
CG11403,0.0,0.0
CG11414,0.0,0.0
CG11456,0.142857142857,1.06884229896
CG11617,0.0,0.0
CG11695,0.0,0.185276606936
CG11696,0.0,0.0
CG11723,0.0,0.0
CG11835,0.0,0.0
CG11876,0.714285714286,6.76210621737
CG11902,0.0,0.0
CG11906,0.0,0.0
CG11966,0.0,0.0
CG11970,0.0,0.0
CG12018,0.0,0.0
CG12054,0.0,0.180347641541
CG12071,0.571428571429,4.69662556213
CG12075,0.0,0.0
CG12219,0.0,0.0
CG12236,0.285714285714,1.97065981234
CG12299,0.285714285714,1.89149180411
CG1233,0.142857142857,0.537797176419
CG12391,0.142857142857,1.89151124099
CG12605,0.857142857143,6.58120024459
CG12744,0.0,0.0
CG12769,0.0,0.0
CG12942,0.142857142857,0.99374647199
CG13123,0.0,0.221177172493
CG13185,0.0,0.0
CG13204,0.142857142857,1.52984912537
CG13287,0.0,0.0
CG13296,0.0,0.0
CG13617,0.0,0.3920081194
CG13773,0.0,0.0
CG13775,0.0,0.0
CG13796,0.0,0.0
CG13895,0.428571428571,2.66614313495
CG14117,0.0,0.0
CG14200,0.0,0.0
CG14438,0.285714285714,2.99285132608
CG14441,0.142857142857,0.837995365013
CG14451,0.0,0.0
CG14655,0.0,0.461589349434
CG14667,0.428571428571,3.00577945902
CG14710,0.142857142857,1.23748152134
CG14711,0.428571428571,2.27046525135
CG15011,0.0,0.0
CG15073,0.0,0.0
CG15269,0.0,0.0
CG15286,0.0,0.0
CG1529,0.0,0.0
CG15336,0.0,0.0
CG15398,0.0,0.0
CG15435,0.0,0.0
CG15436,0.0,0.0
CG15440,0.0,0.0
CG15514,0.285714285714,2.46806503306
CG15696,0.0,0.0
CG15710,0.0,0.0
CG15715,0.428571428571,2.46307022987
CG15812,0.142857142857,1.26098611258
CG1602,0.0,0.0
CG1603,0.0,0.0
CG1620,0.0,0.0
CG1647,0.142857142857,1.3744567007
CG1663,0.0,0.0
CG1677,0.428571428571,2.56530929916
CG16779,0.0,0.0
CG16863,0.142857142857,1.2270440009
CG16903,0.285714285714,2.7599484078
CG17118,0.0,0.0
CG17186,0.0,0.0
CG17328,0.0,0.0
CG17359,0.142857142857,1.30920107548
CG17361,0.142857142857,1.78029168585
CG17385,0.428571428571,3.94066451263
CG17568,0.142857142857,1.24136079436
CG17612,0.0,0.0
CG17801,0.0,0.0
CG17802,0.0,0.0
CG17803,0.0,0.0
CG17806,0.0,0.0
CG17829,0.0,0.499001133449
CG1792,0.0,0.0
CG18011,0.0,0.0
CG18012,0.0,0.0
CG18262,0.285714285714,2.55739110842
CG18265,0.0,0.0
CG18446,0.0,0.0
CG18476,0.0,0.0
CG18599,0.0,0.0
CG18764,0.0,0.0
CG1965,0.142857142857,1.04118327704
CG2116,0.285714285714,2.68926305707
CG2120,0.0,0.0
CG2129,0.0,0.0
CG2199,0.0,0.0
CG2202,0.285714285714,2.34436752323
CG2678,0.0,0.0
CG2712,0.0,0.0
CG2790,0.0,0.0
CG2889,0.285714285714,2.11405404322
CG2990,0.0,0.0
CG30020,0.142857142857,1.77237320937
CG3032,0.0,0.284576157174
CG30431,0.0,0.0
CG3065,0.285714285714,2.1289225301
CG31111,0.0,0.0
CG31224,0.142857142857,1.20313465311
CG31365,0.0,0.0
CG31381,0.0,0.0
CG31388,0.0,0.0
CG31441,0.0,0.0
CG31460,0.142857142857,0.923766405217
CG31510,0.0,0.0
CG31612,0.0,0.0
CG31642,0.142857142857,1.29866734712
CG31759,0.0,0.0
CG31875,0.0,0.0
CG31922,0.0,0.0
CG32006,0.857142857143,7.13406171636
CG32121,0.0,0.0
CG32532,0.0,0.0
CG32533,0.0,0.0
CG32719,0.0,0.0
CG32767,0.285714285714,2.46509843289
CG32772,0.714285714286,6.84676050624
CG3281,0.0,0.0
CG33213,0.0,0.0
CG33557,0.0,0.0
CG33695,0.142857142857,1.23225734913
CG3407,0.0,0.0
CG34367,0.142857142857,0.51540906104
CG3491,0.0,0.0
CG3526,0.0,0.0
CG3711,0.0,0.0
CG3726,0.0,0.0
