TFs,Expr_Fraction_14,Mean_Expr_14
14-3-3epsilon,1.0,12.1921149829
14-3-3zeta,1.0,10.3311098274
ab,0.142857142857,0.599161832869
abd-A,0.0,0.0
Abd-B,0.142857142857,1.00421283768
abo,0.0,0.0
abs,0.0,0.14958027669
ac,0.0,0.0
Acf,0.0,0.0
achi,0.0,0.0
acj6,1.0,8.53538956649
Ada2a,0.142857142857,0.985663456121
Ada2b,0.0,0.0
ADD1,0.142857142857,1.23237769665
Adf1,0.428571428571,3.59404661693
adp,0.571428571429,4.20391504755
Aef1,0.0,0.0
al,0.0,0.0
Alh,0.285714285714,2.57796803044
amos,0.0,0.0
Antp,0.0,0.0
aop,0.0,0.0
ap,0.0,0.0
apt,0.428571428571,2.85157081919
ara,0.0,0.0
Asciz,0.0,0.0
ase,0.0,0.0
ash1,0.142857142857,0.575287671441
ash2,0.428571428571,2.731391635
Atac3,0.285714285714,1.78522317134
ATbp,0.0,0.0
Atf-2,0.285714285714,2.10237210785
Atf3,0.285714285714,1.4853228071
Atf6,0.0,0.0
ato,0.0,0.0
Awh,0.0,0.0
az2,0.142857142857,1.30957399398
B-H1,0.0,0.0
B-H2,0.0,0.0
bab1,0.0,0.0
bab2,0.285714285714,2.30999529796
baf,0.428571428571,3.67508274177
bap,0.0,0.0
Bap111,0.285714285714,2.74001434224
Bap170,0.0,0.0
bbx,0.0,0.0
bcd,0.0,0.0
BEAF-32,0.285714285714,1.6060607081
betaNACtes3,0.0,0.39966255019
Bgb,0.571428571429,4.87345718678
bi,1.0,8.45394312098
bic,0.714285714286,5.37978528292
BigH1,0.0,0.0
bigmax,0.0,0.0
bin,0.0,0.0
bip2,0.571428571429,4.22399105044
Blimp-1,0.714285714286,4.90439786854
Blm,0.0,0.372714219464
Blos1,0.0,0.0
bon,0.428571428571,3.31706374818
bowl,0.0,0.0
br,0.0,0.0
Br140,0.0,0.0
brat,0.857142857143,7.44623097133
brk,0.0,0.104634157794
brm,0.142857142857,1.39584910974
Bro,0.0,0.0
bs,0.142857142857,1.0507211806
bsh,0.0,0.0
BtbVII,0.0,0.416184354427
btd,0.0,0.0
btn,0.0,0.0
btsz,0.142857142857,0.575287671441
Bug22,0.285714285714,2.37810182046
BuGZ,0.857142857143,7.59469634367
bun,1.0,9.87251558797
Bx,0.142857142857,1.24752368838
byn,0.0,0.0
C15,0.0,0.0
cad,0.0,0.0
Camta,0.285714285714,2.43353243206
Cap-D2,0.0,0.0
capu,0.0,0.556583691364
cas,0.0,0.0
cato,0.0,0.0
caup,0.0,0.0
cbt,0.0,0.0
CDC45L,0.0,0.0
Cdc5,0.428571428571,2.96461546628
Cdk9,0.285714285714,2.31316958178
Cenp-C,0.142857142857,0.767252789753
Cf2,0.571428571429,4.11027100055
cg,0.571428571429,5.54552494467
CG10147,0.0,0.0
CG10209,0.0,0.0
CG10211,0.0,0.0
CG10214,0.0,0.0
CG10232,0.0,0.0
CG1024,0.428571428571,3.70803521531
CG10274,0.0,0.0
CG10321,0.0,0.0
CG10348,0.0,0.0
CG10366,0.142857142857,1.21463951406
CG10431,0.0,0.0
CG10445,0.0,0.0
CG10462,0.0,0.0
CG10543,0.714285714286,6.18112294978
CG10565,0.142857142857,1.33195841806
CG10576,0.428571428571,3.34145228787
CG10631,0.142857142857,1.46773206275
CG10654,0.142857142857,1.09348637929
CG10669,0.0,0.0
CG10949,0.0,0.0
CG10959,0.142857142857,1.26425263297
CG10979,0.0,0.0
CG11085,0.0,0.0
CG11122,0.571428571429,4.45624767531
CG11247,0.428571428571,4.26708021147
CG11294,0.0,0.0
CG11317,0.142857142857,1.20838390575
CG11398,0.0,0.0
CG11403,0.0,0.0
CG11414,0.428571428571,3.12330656786
CG11456,0.0,0.0
CG11617,0.0,0.0
CG11695,0.0,0.0
CG11696,0.0,0.0
CG11723,0.0,0.0
CG11835,0.0,0.0
CG11876,0.428571428571,3.19965808135
CG11902,0.0,0.0
CG11906,0.142857142857,1.39619595375
CG11966,0.0,0.0
CG11970,0.0,0.0
CG12018,0.0,0.0
CG12054,0.428571428571,2.58734285383
CG12071,0.714285714286,5.45392285412
CG12075,0.0,0.0
CG12219,0.0,0.0
CG12236,0.285714285714,2.32930606012
CG12299,0.285714285714,1.80803757814
CG1233,0.0,0.0
CG12391,0.428571428571,3.63467435954
CG12605,0.571428571429,3.48330115716
CG12744,0.0,0.0
CG12769,0.142857142857,1.47527211079
CG12942,0.0,0.0
CG13123,0.0,0.0
CG13185,0.0,0.0
CG13204,0.0,0.0
CG13287,0.0,0.0
CG13296,0.0,0.0
CG13617,0.142857142857,1.37816371189
CG13773,0.0,0.0
CG13775,0.0,0.0
CG13796,0.0,0.0
CG13895,0.142857142857,0.73370042056
CG14117,0.0,0.0
CG14200,0.142857142857,1.39741175289
CG14438,0.0,0.35616650956
CG14441,0.142857142857,0.644858552777
CG14451,0.0,0.0
CG14655,0.0,0.470651813204
CG14667,0.0,0.0
CG14710,0.142857142857,0.826256297314
CG14711,0.0,0.0
CG15011,0.142857142857,0.655179387369
CG15073,0.0,0.0
CG15269,0.0,0.0
CG15286,0.0,0.0
CG1529,0.0,0.0
CG15336,0.0,0.0
CG15398,0.0,0.0
CG15435,0.142857142857,1.50920249544
CG15436,0.0,0.0
CG15440,0.0,0.415026636386
CG15514,0.0,0.0
CG15696,0.0,0.0
CG15710,0.0,0.0
CG15715,0.428571428571,2.16030171303
CG15812,0.142857142857,1.27666242438
CG1602,0.0,0.0
CG1603,0.142857142857,1.2871753107
