symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
emc,9.80331091483,0.396082473814,10.4081889308,0.0,1.49642208485e-19,2.38050825258e-15
Mip,11.7430184693,1.27733803269,11.9630827054,0.0,1.12350402859e-18,1.78727020869e-14
Fas3,9.51639855277,1.49067884564,9.70092289127,0.0,1.00155855198e-15,1.59327934448e-11
Wnt4,8.95650404382,1.08428659026,9.81524041602,0.0,1.12441968333e-15,1.78872683224e-11
Ir25a,12.2952672309,3.62130155451,12.4849421199,0.0,1.1414323932e-14,1.8157906511e-10
GstD2,7.01880503754,0.589620675605,8.86382527051,0.0,2.35695196647e-14,3.74943918826e-10
Tsp42Ef,2.23187185272,12.0626482122,0.0,12.2964778938,4.331405424e-14,6.8903997485e-10
fkh,4.75057965526,0.0132020084631,5.3014367812,0.0,1.73103881501e-13,2.75373654691e-09
CG33177,0.0,9.03732916162,0.0,9.87096697044,3.45866338445e-13,5.50204171199e-09
CR44960,0.0646506165396,8.52391977898,0.0,9.19034653312,4.37582550193e-13,6.96106320847e-09
CG33178,0.228286481448,5.57230241671,0.0,6.1224418143,1.10400086002e-12,1.75624456812e-08
Fer1,0.046701182185,9.19178700831,0.0,10.2420502454,1.48948001353e-12,2.36946480552e-08
CG45263,6.73759567517,1.0521520534,8.66264322236,0.0,5.77527266611e-12,9.18730375725e-08
Sp1,0.0,7.23126472606,0.0,8.4206194568,3.08201623683e-11,4.90287142956e-07
CG11317,7.13144099225,1.16287754053,9.40803517147,0.0,4.45560402098e-11,7.08797487657e-07
mid,4.86780920253,0.109916743481,3.2200886947,0.0,9.19536526915e-11,1.46279870702e-06
eyg,0.0,6.73105354425,0.0,8.79035796616,2.38172988435e-10,3.78885590002e-06
fabp,0.0888649524677,6.75847893127,0.0,8.57057216889,6.91014220952e-10,1.09926542269e-05
unc-4,4.19929467598,0.0126110317999,0.0,0.0,9.74508385682e-10,1.55024793994e-05
CG42806,0.0,5.93064500724,0.0,7.76541275785,1.01640894244e-09,1.61690334563e-05
Eaat2,10.1698393233,4.16519152627,11.1734639061,0.0,1.06825197191e-09,1.69937523692e-05
Gyc-89Db,3.79976529011,0.41170327101,5.36042092136,0.0,1.40760653182e-09,2.23922047083e-05
CG15130,6.11378524632,1.38214680305,7.40386402148,0.0,2.32879748146e-09,3.7046510335e-05
nemy,7.65274426133,11.3193155304,10.1354571658,12.8882590844,7.05613753402e-09,0.000112249035891
Hydr2,1.04864055832,7.33424395028,0.0,9.41338530805,7.29869511188e-09,0.00011610764184
Lmpt,8.20782055736,2.77494629742,10.1879526409,0.0,1.27655547591e-08,0.000203074445107
Nep1,0.345660181735,6.94803387229,0.0,8.98646076061,1.38789575604e-08,0.000220786456871
toe,0.0,5.15279452802,0.0,4.64887850974,1.51454152934e-08,0.000240933266487
GstD11,0.974082290812,6.31389704907,0.0,7.83063010177,1.75555229142e-08,0.000279273258518
GstS1,0.544290929059,7.34632379983,0.0,9.64771757168,3.13305438898e-08,0.000498406292199
CG34362,9.92399851865,6.53110819684,10.5798159848,7.68686307136,1.00826169187e-07,0.00160394269943
Fs,0.0,5.32051829108,0.0,6.45614267072,1.18823507705e-07,0.00189024436057
CR46029,2.5225203241,0.451073942244,1.03864947874,0.0,1.28332080373e-07,0.00204150673457
Nep5,8.29701960168,2.77483087187,10.3700717742,0.0,1.29897364322e-07,0.00206640727164
18w,4.46888005387,0.622695707239,3.05885755603,0.0,1.35396216813e-07,0.00215388301707
MRE16,7.60359867496,9.49289590402,7.6889309709,9.82821086681,2.61942597598e-07,0.00416698284259
Pde1c,7.30137050735,2.5686864464,9.06710898507,0.0,2.84664728692e-07,0.00452844650403
hoe2,4.49300469281,0.678799563377,0.78947761079,0.0,4.3956265643e-07,0.00699256273849
Calx,2.01220551324,0.0533271114464,0.0,0.0,4.69902729395e-07,0.00747521261922
dpr11,4.08605441271,0.473433482419,0.574176078095,0.0,5.40521139911e-07,0.0085986102937
