symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
slp2,9.16585522469,0.0,10.2097601935,0.0,7.61579344015e-10,1.21152042046e-05
slp1,10.3650062043,0.0,10.4465004479,0.0,7.61579344015e-10,1.21152042046e-05
Sp1,8.13520575194,0.17484557923,8.72397793828,0.0,3.74306603344e-09,5.954469446e-05
H15,8.6420743773,0.0,9.26847918245,0.0,4.70848308679e-09,7.49025489447e-05
mid,8.60873474113,0.0,9.94229285951,0.0,2.67848179266e-08,0.000426092883577
toe,7.67964364074,0.0984728773499,9.62860925371,0.0,2.822939888e-08,0.000449073277384
CG34362,8.73099901482,0.906717456175,9.75923340008,0.0,6.17201462474e-08,0.000981844086504
GstE4,1.23944664445,10.8279422302,0.0,10.7846108988,1.06073089567e-07,0.00168741070884
nemy,13.0221485942,10.7672587867,13.0975837413,10.7089490557,1.32589738502e-07,0.0021092375601
Or43a,8.19891516513,0.0,9.9403594758,0.0,1.40814549697e-07,0.00224007785658
jdp,7.38633225356,0.0,9.0438543158,0.0,1.40814549697e-07,0.00224007785658
eyg,7.85704015455,0.0841103501619,9.32606751061,0.0,1.61240732789e-07,0.00256501757721
unpg,0.0,9.44460578325,0.0,10.0721058684,1.8528817665e-07,0.00294756431415
mamo,0.0,6.9477310694,0.0,8.20230974421,1.8528817665e-07,0.00294756431415
chrb,11.2520282724,6.1682610965,11.4881986808,6.50719131606,4.28081186272e-07,0.00680991551121
CG10126,8.20860295918,0.819126295337,9.13853378206,0.0,6.1403584635e-07,0.00976808224374
CG30158,5.85258330207,0.0,8.09670624324,0.0,6.87151319752e-07,0.0109312031946
CG4829,0.0,8.56729564426,0.0,9.83286369581,1.08964496907e-06,0.0173340721679
caps,0.0,7.74018837114,0.0,8.82252930719,1.08964496907e-06,0.0173340721679
CG34354,6.03992011221,0.0518954466092,6.7780548134,0.0,2.16601935591e-06,0.0344570359138
tna,1.6344014727,7.30514357593,0.0,7.13002795888,2.35840693532e-06,0.0375175375271
dpr20,8.48100260139,1.42215008132,9.89885332908,0.0,2.50038832814e-06,0.039776177524
Sh,9.89366392646,4.94959392903,10.1935486301,6.62195130857,2.57405564338e-06,0.0409480771749
AstC-R2,3.53426437878,0.0,4.31721966159,0.0,3.12609937437e-06,0.0497299888475
CG14079,1.13079096253,8.06358089462,0.0,9.04135615816,3.87970577471e-06,0.061718359464
rdgA,4.22219080023,8.86733429092,4.59635755082,9.12557139152,3.97900053284e-06,0.0632979404765
blw,11.5439728439,12.682125667,11.4822676067,12.7739909692,4.54531085986e-06,0.0723068051587
GstE3,0.666319894759,7.47657278859,0.0,7.97346111198,4.9425632113e-06,0.0786262955654
mspo,0.0,5.54766002321,0.0,6.99204778631,5.51626239112e-06,0.087752702118
Tektin-C,0.0,7.09562987833,0.0,8.95107717791,5.51626239112e-06,0.087752702118
ND-B17.2,1.38397933168,7.13748981887,0.0,8.01562025701,5.83875555492e-06,0.0928829233677
CG13578,13.1147209006,11.9493889099,13.1963853203,12.086258752,6.72427862444e-06,0.106969824358
Mmp2,1.52591400013,6.71638321085,0.0,7.53182972828,7.46893960212e-06,0.118815891191
CG30095,0.0771800206071,6.74452913512,0.0,8.08116640358,9.23721402375e-06,0.14694560069
robo3,0.0,6.69400778969,0.0,8.66414830094,1.17761404167e-05,0.187334841749
dac,0.0,5.10637842275,0.0,6.06806825021,1.17761404167e-05,0.187334841749
trn,0.50903280759,6.76409344587,0.0,9.01210739846,1.30277346288e-05,0.207245202475
SmB,0.625077962592,6.78295335263,0.0,8.01925980326,1.38983721967e-05,0.221095304904
scyl,10.8658910473,7.39802195835,11.569532113,9.01173262311,1.42895712036e-05,0.227318498707
ATPsynC,12.1033985577,13.0643801757,12.1382052032,13.1963344924,1.4413562746e-05,0.229290956163
rdo,6.89887191048,1.11722418458,8.68242578468,0.0,2.13251161413e-05,0.339239947576
CR42491,0.979945365746,6.5660988095,0.0,7.47901936255,2.41325483373e-05,0.38390057895
CG40486,0.0,6.42916234142,0.0,8.23701223653,2.43220228379e-05,0.386914739305
CCKLR-17D3,7.95382502664,2.19340068332,9.25647201709,0.0,3.09038034782e-05,0.491617705731
FASN1,1.31738637486,7.25254211461,0.0,8.46398578601,3.95111308787e-05,0.628543070018
CAP,2.65983314712,8.52845949147,0.0,9.55469871487,4.51612760782e-05,0.718425579853
Cchl,0.85650888087,6.81922119949,0.0,8.44036336024,4.85470924168e-05,0.772287146166
PyK,0.0,4.98339396844,0.0,7.08119462592,4.86715174205e-05,0.774266499125
Pde1c,0.0,4.46959122148,0.0,5.80252239265,4.86715174205e-05,0.774266499125
CR46078,0.961463881335,0.0,0.458912292762,0.0,5.33783599766e-05,0.849142950508
nAChRalpha5,4.4157701372,0.0,2.450597984,0.0,5.33783599766e-05,0.849142950508
MsR1,3.46839984309,0.0,0.69273493137,0.0,5.33783599766e-05,0.849142950508
Tsp42Ef,12.1500248782,12.9080010746,12.317868231,12.8852556625,6.09520932201e-05,0.969625898946
Gprk2,0.370764725633,5.30995696237,0.0,6.93053276852,6.69809549321e-05,1.06553303106
CG17778,11.9609073637,10.9312648464,12.0325539122,10.8649136942,7.66837385248e-05,1.21988491245
side,4.48969480028,0.612578253691,5.74660138768,0.0,7.89626866826e-05,1.25613841975
Dif,7.27761919729,1.95499752764,8.92313190746,0.0,8.65053225876e-05,1.37612667172
Xbp1,4.46049284646,10.2899572386,1.81526233352,10.5117043031,9.38663102847e-05,1.49322526401
CG11577,0.0,1.43653359718,0.0,1.08319715217,9.45073534365e-05,1.50342297847
Dll,9.90436983577,6.28433815197,10.5021168214,7.73848594292,0.000106129818076,1.68831314595
Toll-6,7.88645408934,2.36427190609,8.43454522636,0.0,0.000106422110027,1.69296292632
Kr-h2,1.52755941645,7.72662223294,0.0,8.92090897667,0.000130274016104,2.07239904818
kek3,11.1864074503,9.42942523812,11.3644111745,9.67153964074,0.000134335998854,2.13701706977
Eip93F,7.31527619398,3.03294930233,8.67100431503,3.08364952637,0.000144509102346,2.29885080011
betaTub56D,14.6565547576,13.9075322472,14.8009786067,13.9714916836,0.000149933273477,2.38513851447
