symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
hth,10.5966813468,0.296064045322,10.3993079754,0.0,3.68806412137e-11,5.86697240427e-07
fru,8.26352858122,0.315673901594,9.27355283364,0.0,1.10100066147e-09,1.75147185227e-05
klg,11.7271753922,1.81330638204,11.8230211618,0.0,1.94437912347e-09,3.09311830962e-05
emc,8.03428554381,0.0,9.37276084065,0.0,2.14372075613e-09,3.41023097885e-05
Sp1,0.0,9.18174227786,0.0,9.17670598708,5.39234820966e-09,8.57814753193e-05
CG43689,0.0,10.0517682605,0.0,10.0799471932,5.39234820966e-09,8.57814753193e-05
fabp,0.0,9.61253813977,0.0,9.7924097963,5.39234820966e-09,8.57814753193e-05
CG43902,0.0,8.19166563154,0.0,8.30279706123,1.31574178126e-08,0.000209308202563
CG14079,0.0,7.84591767429,0.0,8.68056147751,3.11275957003e-08,0.000495177792401
CG7786,0.0,7.54069679471,0.0,8.46577468176,3.11275957003e-08,0.000495177792401
Wnt4,4.31562034496,0.0,3.5975571976,0.0,6.38470334944e-08,0.00101567860883
CG31676,10.7700715488,12.7907353225,10.9594488544,12.7923266531,1.1697350631e-07,0.00186081453838
GstE3,0.0,7.17418572777,0.0,8.41164100039,3.45206998489e-07,0.00549155293197
Tsp42Ef,8.51950751727,12.106682402,10.3047764051,12.1620259682,4.44415492438e-07,0.0070697616537
cib,0.296015897513,7.18883526539,0.0,8.35482528317,5.29828918599e-07,0.00842851843707
GstE4,0.109833308904,9.49524443768,0.0,11.4738456211,5.29828918599e-07,0.00842851843707
CG44422,4.79513013763,0.678434413602,4.87527753487,0.0,5.59838729933e-07,0.00890591451577
CG32052,6.10185977054,0.213547683243,7.3070512905,0.0,6.25721887139e-07,0.0099539837806
Ggamma30A,9.32748762092,2.56299263262,9.50120509509,0.0,6.50443931796e-07,0.010347262067
pdm3,0.0,6.43882829825,0.0,7.87091242372,7.27699156455e-07,0.0115762381809
tsr,0.984588520111,8.25671483945,0.0,8.79831508694,7.43514634488e-07,0.0118278308054
AstC-R2,3.97957055664,0.172012604581,5.20530566025,0.0,1.86841417281e-06,0.0297227326611
CG4546,6.42947443609,0.277380753431,9.34865202273,0.0,1.98821611984e-06,0.0316285420344
Sod,0.983266230924,7.39195453734,0.0,8.43298751617,2.56538653509e-06,0.0408101690003
Moe,1.09531614806,8.66067360344,0.0,9.62674238834,2.63935159299e-06,0.0419868051413
Cbp53E,0.223508611917,6.64905079324,0.0,8.38384680711,2.84165899565e-06,0.0452051113029
shakB,1.53031892786,8.00405064331,0.0,8.08294128478,2.94726160505e-06,0.0468850376131
CG33177,3.46511814937,9.14171866318,0.878666471235,9.36440859328,3.79992908197e-06,0.060449271836
Nep1,0.734286562743,8.516412241,0.0,10.432233095,5.29679373388e-06,0.0842613947185
HIP,3.82314112438,8.93875266413,2.37757152436,8.90750236104,8.45763703974e-06,0.134544090028
Act5C,6.20238385226,11.1314712696,9.38398884441,11.2194908339,1.26678229697e-05,0.201519727802
CG10126,5.14215773654,0.472173651484,6.42008010074,0.0,1.81300820091e-05,0.288413344601
alphaTub84B,11.5664159042,13.1718779357,11.8936337611,13.2420299814,1.85018256991e-05,0.294327043221
HIP-R,7.0042069682,9.47137989762,7.78570622587,9.92446471559,2.02933836268e-05,0.322827146735
sNPF,0.0,5.20202208153,0.0,7.08302000534,2.06603163382e-05,0.328664312307
Sulf1,8.64678862505,3.0234844733,9.69075233094,0.0,2.29457635946e-05,0.365021207263
CG3961,0.668184912744,7.20433662543,0.0,9.1316992044,2.36676351537e-05,0.376504740025
Glut4EF,7.76704360574,2.54326804657,9.05772903166,0.0,2.41385953402e-05,0.383996774672
CG45263,4.18862143389,0.121029768387,2.09205174048,0.0,2.49133387704e-05,0.396321393159
cmpy,0.230075794097,5.25527692594,0.0,7.07861324585,2.92493707493e-05,0.465298989881
GstS1,2.53938796376,8.69173428666,0.0,9.32638262749,2.98950715981e-05,0.475570798983
RpL38,4.43746146631,8.08876690341,6.36746998499,8.500973207,3.47160335296e-05,0.552262661389
Hsp27,1.44985338682,6.9509817714,0.0,9.03624336947,3.52595326679e-05,0.560908645681
Rpn1,0.0,5.49150059568,0.0,7.13553051725,3.76032247257e-05,0.598192098936
flr,0.0,5.0439011258,0.0,6.82323658384,3.76032247257e-05,0.598192098936
mRpS25,0.0,4.17621794083,0.0,5.95987107627,3.76032247257e-05,0.598192098936
mbl,10.4383900547,8.2155650591,10.8575547626,9.05829318823,3.82230276663e-05,0.608051924115
Ir25a,11.8147657526,9.19669675633,11.9700999103,10.4529658745,4.16751334202e-05,0.662968022448
