symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
bru-3,8.12682971733,1.23754829656,8.81513160246,0.0,1.14859164518e-38,1.82717958916e-34
Fs,5.32051829108,0.545459783401,6.45614267072,0.0,2.015300735e-25,3.20594040925e-21
disco-r,0.0169073993102,3.73499331736,0.0,3.54504833927,2.62906481166e-20,4.18231630239e-16
Con,4.70536530297,9.51046329693,3.7174286905,10.4578844903,3.15295676729e-18,5.0157236254e-14
dati,3.8159994443,0.536928827756,0.766589721984,0.0,2.47283722933e-17,3.93378946443e-13
mid,0.109916743481,4.3981064305,0.0,1.8379365914,1.53834293542e-16,2.44719594166e-12
CG7786,2.51467325093,0.0883246490725,0.0,0.0,3.62832613287e-16,5.77194121217e-12
chrb,10.7639839104,8.46685634453,11.2714778875,9.65261586739,2.23775543578e-15,3.55982134724e-11
Dh44-R1,0.459647116487,4.95323766535,0.0,4.49763077732,2.19619539386e-14,3.49370763255e-10
Toll-7,1.56719718697,5.70518342023,0.0,7.05946937755,1.65074561917e-13,2.62600613097e-09
disco,0.0,3.04709438332,0.0,0.0,2.43638363567e-13,3.87579908763e-09
fru,0.237210391578,4.72742912648,0.0,0.0,8.24908609248e-13,1.31226461559e-08
Toll-6,1.82880644043,5.51889664133,0.0,5.32238275556,1.03858088933e-12,1.65217447874e-08
fabp,6.75847893127,3.54418729583,8.57057216889,0.0,1.26982612573e-12,2.0200394008e-08
Wnt4,1.08428659026,4.5297174487,0.0,3.52722943548,3.39267010358e-12,5.39705960077e-08
CR44960,8.52391977898,5.13181280378,9.19034653312,6.81516742846,4.17551538083e-12,6.64240986782e-08
CG13578,12.6034168822,11.9459473853,12.8268196903,12.0076056114,5.64258237456e-12,8.97622004145e-08
Dscam3,0.382124201255,3.8386408837,0.0,0.0,7.84426565191e-12,1.24786577991e-07
CG33178,5.57230241671,3.13579746389,6.1224418143,3.3523484065,1.06187557169e-11,1.68923165944e-07
CG8641,3.5785696305,0.80489439104,0.0,0.0,1.67140156749e-11,2.65886561356e-07
CG14044,1.64043577759,0.0408929470944,0.0,0.0,1.6904127787e-11,2.68910864836e-07
noe,13.1038329386,12.1820275361,13.3900844144,12.2317728749,3.1570767625e-11,5.02227771378e-07
Or85f,2.35618926402,0.168622289628,0.0,0.0,4.51372847454e-11,7.1804392573e-07
Nrt,5.85100585899,9.00330625118,7.33554969457,9.64796571131,5.99224865563e-11,9.53246916138e-07
CG31676,10.6785881194,7.48797842743,11.4871271923,9.75538898758,7.67582639466e-11,1.22107046286e-06
CG33177,9.03732916162,5.80456652706,9.87096697044,7.49706238823,7.92212403942e-11,1.26025149219e-06
Teh3,3.3023726198,6.78151543235,0.0,8.73424551826,8.74440045938e-11,1.39105922508e-06
Tsp39D,8.78668502674,10.3628998844,9.66722957825,10.5893492459,1.22545696645e-10,1.94945694222e-06
en,2.22582246135,0.136508732113,0.0,0.0,1.74293011651e-10,2.77265322935e-06
CAH2,1.63369030728,0.0580684260326,0.0,0.0,4.08529635657e-10,6.49888944404e-06
Mp,1.20032542992,4.20362514042,0.0,3.74767162872,4.20829704253e-10,6.69455893525e-06
Hsp23,3.50791522837,7.07554180855,0.0,9.01222627972,5.57753205788e-10,8.87273799767e-06
Dh31-R,0.159362693117,2.86412252083,0.0,0.0,6.8061718542e-10,1.08272581857e-05
dac,1.83606712167,0.14571972814,0.0,0.0,7.52331458543e-10,1.19680888425e-05
Sp1,7.23126472606,3.52058789543,8.4206194568,0.0,7.69327976623e-10,1.22384694521e-05
CG30158,0.330306465813,2.91452968337,0.0,0.0,1.15358791356e-09,1.8351276529e-05
Frq1,8.33937838649,9.95661656053,9.31077439002,10.4817121461,1.27867484879e-09,2.03411594945e-05
lz,0.738130133087,0.0,0.0,0.0,2.33629143165e-09,3.71657240947e-05
CAP,5.93272091776,2.82862200015,7.79547972939,0.0,2.4343540633e-09,3.8725704439e-05
CR44027,0.938921368223,0.0355428424254,0.0,0.0,7.74051816367e-09,0.000123136162948
CG9990,1.98890673152,5.08814428757,0.0,7.35798011222,1.09125904983e-08,0.000173597489647
fred,2.34805869486,0.68849137303,0.0,0.0,1.40593229738e-08,0.000223655709868
Atet,1.89886562391,4.74101716013,0.0,5.49427964006,1.81050530219e-08,0.000288015183473
Pkc53E,5.38148282727,3.05710249711,6.31403828806,1.09235246373,2.0387875395e-08,0.000324330321784
CG34370,0.145944668809,2.09544158835,0.0,0.0,2.62318238321e-08,0.000417295853521
H15,0.204115015982,2.53371180354,0.0,0.0,3.6955661915e-08,0.000587890669743
CG8654,0.0,2.18761143651,0.0,0.0,4.06256281152e-08,0.000646272492057
tipE,3.19314526077,5.90860202947,1.2563886839,7.4216803544,5.05550568973e-08,0.000804229845123
Sulf1,1.74365646762,4.71485780329,0.0,5.75367458214,6.31449436084e-08,0.00100450976292
kek3,6.49940846458,9.0934894202,8.20330016759,9.8492795689,7.22967941551e-08,0.00115009740142
Or9a,1.53008618884,0.00537129475222,0.0,0.0,7.41579354248e-08,0.00117970443674
CG34114,0.801203755172,3.1628309562,0.0,0.0,9.87770608386e-08,0.00157134548382
Sik2,2.15662852729,4.99706554078,0.0,6.65528678761,1.10293421624e-07,0.00175454775119
tyn,0.498718836873,3.00274615373,0.0,0.0,1.13340770769e-07,0.00180302498139
SKIP,1.30319216311,3.8474794096,0.0,1.14806033806,1.22489804491e-07,0.00194856780985
