symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
Mip,11.7430184693,0.313033830749,11.9630827054,0.0,7.30919845145e-44,1.16274728966e-39
CG15130,6.11378524632,0.292609818565,7.40386402148,0.0,2.45689811182e-31,3.90843351628e-27
emc,9.80331091483,0.419704619534,10.4081889308,0.0,6.39272438538e-30,1.01695459523e-25
fkh,4.75057965526,0.0342334282179,5.3014367812,0.0,9.17784976344e-28,1.46001234037e-23
Gyc-89Db,3.79976529011,0.13272821416,5.36042092136,0.0,2.88806218722e-23,4.59432932742e-19
unc-4,4.19929467598,0.0151081995148,0.0,0.0,2.58002136681e-21,4.10429799033e-17
CR46029,2.5225203241,0.113011487932,1.03864947874,0.0,5.95996088848e-21,9.48110578139e-17
Ir25a,12.2952672309,3.57054618814,12.4849421199,0.0,1.96535882646e-17,3.12649282113e-13
Fer1,0.046701182185,10.1531716341,0.0,10.7012021324,2.62103026437e-16,4.16953494457e-12
Tsp42Ef,2.23187185272,11.857382996,0.0,12.0289072034,4.46991952407e-16,7.11074797889e-12
CG14044,2.54757985798,0.0408929470944,0.0,0.0,3.5774060544e-15,5.69093755134e-11
Sytalpha,3.16634860774,0.0241756637177,0.0,0.0,2.27585665048e-14,3.62043275958e-10
CAH2,1.62276586817,0.0580684260326,0.0,0.0,1.686992175e-13,2.68366715199e-09
dpr16,1.55695915101,0.0,0.0,0.0,2.8185928268e-13,4.48381746888e-09
eyg,0.0,7.94117194357,0.0,9.56347912981,7.81616097376e-13,1.24339488771e-08
Fas3,9.51639855277,3.11647617855,9.70092289127,0.0,8.72609806645e-13,1.38814768041e-08
GstD2,7.01880503754,1.55737560449,8.86382527051,0.0,1.00312171554e-12,1.59576602508e-08
Nep5,8.29701960168,1.81115918606,10.3700717742,0.0,1.02650669735e-12,1.63296685415e-08
Nep1,0.345660181735,9.05872007509,0.0,10.8328659861,1.35812467578e-12,2.16050473422e-08
CG13578,13.1990525616,11.9459473853,13.1208226198,12.0076056114,1.56447595793e-12,2.48876835387e-08
nemy,7.65274426133,12.0972631592,10.1354571658,12.2314289005,2.35843051917e-12,3.7517912699e-08
Con,2.84587645683,9.51046329693,0.0,10.4578844903,3.60414047717e-12,5.73346667108e-08
toe,0.0,6.28662859054,0.0,7.90012462047,1.47536286714e-11,2.34700724905e-07
Hsp23,0.32369926359,7.07554180855,0.0,9.01222627972,7.51936196474e-11,1.19618010135e-06
Drl-2,0.071695133945,6.12975007433,0.0,7.74003228527,9.29184980451e-11,1.4781474669e-06
GstS1,0.544290929059,8.22453522541,0.0,10.2645563575,1.53700088998e-10,2.44506101579e-06
CG42806,0.0,5.72432460857,0.0,7.23035546845,1.7794495888e-10,2.83074840587e-06
Eaat2,10.1698393233,4.91825399729,11.1734639061,6.10155769324,2.05572761366e-10,3.27025148782e-06
bru-3,5.31293035447,1.23754829656,6.45964939033,0.0,2.26584520125e-10,3.60450654616e-06
CG34362,9.92399851865,5.40833317163,10.5798159848,6.86866847181,1.67071801791e-09,2.65777822289e-05
Pde1c,7.30137050735,2.43220849348,9.06710898507,0.0,1.77088922289e-09,2.81713057578e-05
CG15047,1.1375655549,0.0,0.0,0.0,2.31497355739e-09,3.6826599351e-05
CG33177,0.0,5.80456652706,0.0,7.49706238823,3.24391848873e-09,5.16042553187e-05
Fas2,6.55349000725,1.86625564006,7.56997371523,0.0,4.20408968464e-09,6.68786587033e-05
Hydr2,1.04864055832,6.96272363684,0.0,9.40038578038,7.41150427033e-09,0.000117902209932
Jupiter,10.5738006613,11.7734384996,11.043590569,11.9204671241,9.90115825315e-09,0.000157507625491
CG14837,1.90689865158,0.133255963941,0.0,0.0,1.30605041024e-08,0.000207766499261
Hsp27,1.57563417625,7.19669287195,0.0,8.86879068051,1.55925535741e-08,0.000248046342257
CG32982,1.12651791574,5.4872033347,0.0,6.17557871963,2.46708838496e-08,0.000392464420279
CR44960,0.0646506165396,5.13181280378,0.0,6.81516742846,3.24637512456e-08,0.000516433354814
disco-r,0.0,3.73499331736,0.0,3.54504833927,3.74545785261e-08,0.000595827435193
Hsp26,7.24994462829,10.4778041658,8.74911319336,10.9071439365,5.08614803409e-08,0.000809104429264
CG43658,1.2272542759,5.69832925868,0.0,6.39847774101,5.55328619762e-08,0.000883416768318
Wnt4,8.95650404382,4.5297174487,9.81524041602,3.52722943548,6.45824960927e-08,0.00102737834784
RYa-R,0.419924781284,0.0338573623187,0.0,0.0,6.47238063847e-08,0.00102962631197
CG11317,7.13144099225,2.57126805549,9.40803517147,0.0,6.848554435e-08,0.00108946803952
CG7236,11.2705849925,9.38650785804,11.6029192665,10.2960281254,8.84360038425e-08,0.00140683994913
CG34354,5.17390283806,1.84105638795,4.42804275883,0.0,9.59645222416e-08,0.00152660361982
CG43902,0.046701182185,4.27874900265,0.0,4.48188709329,1.21947296402e-07,0.00193993759117
sens-2,1.07729723858,0.00830712602855,0.0,0.0,1.51851781444e-07,0.00241565813921
CG34353,1.94312234718,0.231624559946,0.0,0.0,1.62719142707e-07,0.00258853612218
CG6481,0.525871052146,0.0,0.0,0.0,2.06738306366e-07,0.00328879297766
brv2,0.987050842589,0.0,0.0,0.0,2.06738306366e-07,0.00328879297766
CG17778,12.0519883822,10.7024713724,12.1743289077,11.0305853311,2.30285689632e-07,0.00366338475067
CG33288,0.0326416852525,5.09156736434,0.0,6.47541292356,2.34231858513e-07,0.00372616040523
sta,6.97346116797,10.5554112689,9.7362340608,10.8795477823,2.80174455224e-07,0.0044570152337
MRE16,7.60359867496,9.06474261302,7.6889309709,9.36263093468,3.16109558502e-07,0.00502867085666
Lmpt,8.20782055736,4.05771345781,10.1879526409,1.16559980978,3.59860555983e-07,0.00572466172458
ADPS,2.46169146624,7.3985624554,0.0,9.13517467002,4.87480889645e-07,0.00775484599248
Frq1,6.18321646859,9.95661656053,7.64148596177,10.4817121461,6.71370373518e-07,0.0106801599019
CG33178,0.228286481448,3.13579746389,0.0,3.3523484065,7.28480041619e-07,0.0115886605021
CG3800,2.00685227225,6.44539592513,0.0,8.21730183399,8.974232639e-07,0.0142762092821
Act5C,4.21025205049,9.26449422767,0.0,10.5248768461,9.1065808155e-07,0.0144867487613
Adk1,0.574238551477,4.98240969665,0.0,7.44920928588,1.10635286597e-06,0.0175998613918
CR40469,6.54704096763,7.98581173438,6.61468835565,8.37278919414,1.17959328346e-06,0.0187649699533
Calr,7.5282460503,10.2009129698,9.36736336681,10.5200297488,1.3984960927e-06,0.0222472758427
SKIP,0.0,3.8474794096,0.0,1.14806033806,1.94261274142e-06,0.0309030834906
kek1,6.07414493587,2.88721662722,6.49718149638,0.0,2.06857967881e-06,0.0329069655305
Akap200,4.07270181441,8.48139822711,1.57613113105,9.11180055198,2.82681819015e-06,0.0449690237688
HmgD,0.961506145289,5.13452392026,0.0,7.26741911379,2.9388719454e-06,0.0467515749075
CG9990,0.745449675557,5.08814428757,0.0,7.35798011222,3.02427784979e-06,0.0481102120344
CG15923,6.26537609184,2.51553918849,7.80812025057,0.0,3.31854221782e-06,0.0527913696011
GstD11,0.974082290812,4.46229311697,0.0,4.28175570186,3.41940982178e-06,0.0543959714448
zfh2,11.3961521151,9.60036303613,11.8303723559,10.5466435313,3.49166869095e-06,0.0555454655356
Act42A,5.33477988939,9.61680882223,7.13509818751,10.7035448619,3.53110465469e-06,0.0561728128468
CG8188,0.0,3.94282818511,0.0,0.0,4.06580264922e-06,0.0646787885438
CG15545,6.25897482567,2.11385007232,9.06065124389,0.0,4.10689821844e-06,0.0653325368589
CG1402,1.41139055789,0.270312571263,0.0,0.0,4.28333686884e-06,0.0681393229095
CG8012,1.29995604997,0.145799650906,0.0,0.0,4.43848636408e-06,0.0706074410797
CG4577,2.17569886887,0.301485591581,0.0,0.0,4.70544903668e-06,0.0748542832756
CR46078,1.04341583089,0.202628031327,0.0,0.0,4.85369947501e-06,0.0772126512484
IA-2,0.185749040782,3.76877285809,0.0,1.5945826721,5.22416084083e-06,0.0831059506559
CG31760,2.3171130813,0.24225394226,0.0,0.0,5.31696739981e-06,0.0845823173961
Ef1alpha100E,8.33503899627,10.8828347306,10.437390071,11.4557219296,5.6489485759e-06,0.0898634739454
pck,0.770897707149,5.04545169879,0.0,7.11036471763,5.91583264084e-06,0.0941090656505
Dll,10.9371331113,9.40089427743,11.1437950364,9.90475853694,6.24552163467e-06,0.0993537581643
scrt,3.54104547727,7.82603445562,0.5508472657,8.8828979372,6.87020973338e-06,0.109291296439
Tbh,1.95343403416,0.193747560229,0.0,0.0,7.1766397663e-06,0.114165985402
CG43729,8.92764345952,6.199144208,9.77977508108,7.95904480088,9.75886047058e-06,0.155243952366
fabp,0.0888649524677,3.54418729583,0.0,0.0,1.01169602693e-05,0.160940603964
