symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
Fas3,0.694219982774,7.65083092474,0.0,9.8033513805,5.63370271372e-26,8.96209427699e-22
CG43689,7.58932996451,0.0329400227205,9.62280456529,0.0,1.87430585936e-24,2.98164576107e-20
fabp,9.41184588488,2.47238836651,9.74926566074,0.0,3.28133401123e-24,5.21994614507e-20
Wnt4,0.106282884972,5.23416280288,0.0,4.58457436563,1.05685844129e-21,1.68125040841e-17
CG30095,6.14064012361,0.0644641504459,8.02525305838,0.0,3.66271517521e-21,5.82664730073e-17
Sulf1,2.37209149691,8.46055892139,0.0,9.8676863487,2.71804719858e-20,4.3238694835e-16
CG31676,12.4841941764,9.73256688604,12.5856185365,11.2343349582,4.06237984601e-20,6.46243385904e-16
hth,0.330849131498,6.47062676242,0.0,9.82550090393,1.37730751767e-19,2.1910207991e-15
CG14079,7.22059512033,1.30670935974,8.61651084605,0.0,4.9553523335e-18,7.88297449213e-14
CG33177,6.63239927937,0.785344637061,8.67318198725,0.0,2.81049856568e-17,4.47094111829e-13
emc,2.647154063,8.64014327696,0.0,10.1344226555,3.04169173513e-17,4.83872321225e-13
GstE3,5.05081398095,0.0,7.04354113199,0.0,3.41335197761e-17,5.42996032599e-13
CR44960,6.15914245542,0.692263712579,8.09436810307,0.0,8.7412458641e-17,1.39055739206e-12
GstE4,6.70822312118,0.0995901652277,9.17062960998,0.0,1.23237839209e-16,1.96046754614e-12
CG33178,3.74486677301,0.37281970563,4.71646132097,0.0,1.83801888838e-16,2.92392044764e-12
Tsp42Ef,11.0176788962,7.17961532652,11.9941661369,9.50577590068,1.97205961827e-15,3.13715244075e-11
Sp1,4.98516448208,0.0743609633376,6.97983649268,0.0,2.04146751058e-15,3.24756651583e-11
sNPF,6.59436186407,1.01828804525,8.34774421922,0.0,2.87376852589e-15,4.57159097099e-11
Ir75d,0.0,3.52833399803,0.0,0.0,4.19072358849e-15,6.66660308458e-11
Eaat2,7.13932384057,10.4388899988,9.22361437336,11.4632715749,1.82113313684e-14,2.89705859409e-10
dati,4.58081357802,0.174866442897,4.54711163333,0.0,3.82809349057e-14,6.0897311248e-10
betaTub56D,13.7625563663,12.2484010559,13.895609859,12.7513626395,5.86412890775e-14,9.32865626645e-10
mid,0.0761419677189,3.47433230376,0.0,0.0,1.13877309028e-13,1.81156023201e-09
Act5C,11.2034205896,6.48134286358,11.4237848798,9.30840755615,5.13466783256e-13,8.16822958804e-09
CG14431,0.125263226459,2.92567742917,0.0,0.0,6.32335138572e-13,1.00591873844e-08
CG7786,4.01056322896,0.0182101108404,0.0,0.0,1.45784813602e-12,2.31914481478e-08
CG14077,0.0,1.82244204177,0.0,0.0,1.55499903101e-12,2.47369245853e-08
CG14274,0.0,3.25161737015,0.0,0.0,1.55499903101e-12,2.47369245853e-08
PHGPx,5.31756640808,8.50494498578,7.33028606203,9.78912671837,2.51991118263e-12,4.00867470933e-08
Ccn,0.542502889706,4.14350793986,0.0,0.48068200564,4.17697797713e-12,6.64473656602e-08
dac,3.18180787491,0.0,0.0,0.0,4.44521618816e-12,7.07144991212e-08
shep,6.58386019358,9.44957045314,8.05628300994,10.2296179875,1.36551051647e-11,2.1722541296e-07
cib,6.80585643257,2.63856109818,8.32322868209,0.0,1.88576197561e-11,2.9998701508e-07
tsr,7.33427723806,2.9892945837,8.4152510298,0.0,2.73865359861e-11,4.35665014467e-07
Pex3,5.69010851244,1.44963439513,7.47859203924,0.0,3.06688010182e-11,4.87879286597e-07
CR42491,6.43380910496,2.64682573993,7.72372695151,0.0,5.95637107484e-11,9.47539510586e-07
GstS1,8.37388695967,3.75531048422,9.73751374038,0.0,6.28254308652e-11,9.99426954203e-07
CG43658,4.08126544127,0.84004266268,4.74379035244,0.0,1.03159590115e-10,1.64106275955e-06
