symbol,meanA,meanB,medianA,medianB,pvalue,pvalue_adj
emc,0.419704619534,8.64014327696,0.0,10.1344226555,4.96475638663e-41,7.89793445985e-37
Tsp42Ef,11.857382996,7.17961532652,12.0289072034,9.50577590068,1.19839185011e-31,1.90640175516e-27
eyg,7.94117194357,0.0727726528308,9.56347912981,0.0,2.81294605107e-28,4.47483457804e-24
toe,6.28662859054,0.0613128079616,7.90012462047,0.0,2.39064049705e-25,3.80303090271e-21
Eaat2,4.91825399729,10.4388899988,6.10155769324,11.4632715749,5.96873073326e-23,9.49505685047e-19
betaTub56D,14.09961986,12.2484010559,14.253373795,12.7513626395,1.38967975598e-20,2.21070255582e-16
CG43658,5.69832925868,0.84004266268,6.39847774101,0.0,3.18858480182e-20,5.07240070274e-16
CG15130,0.292609818565,3.56329273051,0.0,0.0,3.91149633733e-20,6.22240837342e-16
Ir75d,0.0947477357816,3.52833399803,0.0,0.0,4.1114406578e-20,6.54047979842e-16
Ir25a,3.57054618814,9.79231894447,0.0,11.1965583434,6.0977181522e-20,9.70025003652e-16
Frq1,9.95661656053,5.75016167523,10.4817121461,6.44478485645,7.25605678932e-19,1.15429351404e-14
nemy,12.0972631592,7.72714904412,12.2314289005,10.1951396338,2.61949633032e-17,4.16709476228e-13
CG14274,0.035004468796,3.25161737015,0.0,0.0,4.1577178569e-17,6.61409756676e-13
Nep1,9.05872007509,2.5382851153,10.8328659861,0.0,3.68670604999e-16,5.86481198432e-12
CG33177,5.80456652706,0.785344637061,7.49706238823,0.0,4.64851101855e-16,7.3948513283e-12
CG14077,0.0591432407308,1.82244204177,0.0,0.0,4.83199771136e-16,7.68674195923e-12
unc-4,0.0151081995148,2.59553140443,0.0,0.0,1.11344605702e-15,1.7712699875e-11
Rbp6,10.2711211238,12.1109003519,11.0059651456,12.2568750236,1.52394252905e-15,2.42428777522e-11
Con,9.51046329693,4.5031257083,10.4578844903,0.878666471235,5.91148712538e-15,9.40399371905e-11
